"";"";"Asteraceae.lig.";"Asteraceae.tub.";"Dodonaea.T.mau.167";"Dodonaea.T.mau.128";"Erica.T.mau.141";"Ericales";"Trochetia.T.mau.146";"Trochetia.T.mau.174";"Poaceae";"Laurembergia.tetranda.type";"Cyperaceae";"Nymphoides.indica.type";"Onagraceae";"Pandanus.T.mau.131";"Pandanus";"Acalypha";"Allophylus.T.mau.90";"Aphloia.theiformis.type";"Araliaceae.type";"Bakerella.type.T.mau.169";"Psiloxylon.mauritiana";"Clematis.mauritiana.type";"Dracaena.type";"Eugenia";"Labourdonnaisia.type.T.mau.98";"Molinaea.T.mau.136";"Myrtaceae.undif.";"Nuxia.verticillata";"Olea.type.T.mau.153";"Pilea.Ficus.undif.";"Polyscias.type..Araliaceae.";"Rorippa.insularis.type";"Sapotaceae";"Syzygium";"Tambourissa.purpurea.type..T.mau.101b.";"Urticaceae.Moraceae.undif.";"Weinmannia";"Securinega.type..T.mau.8.";"Alchornea.type";"Artemisia.afra.type..T.mau.142.";"Cycadaceae.type";"Hydrocotyle.type..T.mau.135.";"Podocarpus.type";"Apiaceae.type";"Solanaceae.type";"Camellia.sinensis.type";"Cordia.type";"Euphorbiaceae.T.mau.112b";"Euphorbiaceae.T.mau.172";"Euphorbiaceae.T.mau.88.";"Fabaceae";"Melastomataceae";"Plantago";"Psidium.cattleianum";"Rubiaceae.type.T.mau.121";"Rubiaceae.type.T.mau.164";"Rubiaceae.type.T.mau.67";"Rubiaceae.type.T.mau.70";"Arecaceae.type.T.mau.127";"Arecaceae.type.T.mau.137";"Arecaceae.type.T.mau.139";"Arecaceae.tetrade.type.T.mau.2";"cf..T.mau.87";"not.Thalictrum.type";"T.mau.100";"T.mau.103";"T.mau.115";"T.mau.116..Proteaceae..";"T.mau.12";"T.mau.129b";"T.mau.130";"T.mau.132b";"T.mau.138..Solanaceae..";"T.mau.140";"T.mau.143..Monimiaceae..";"T.mau.143b";"T.mau.147";"T.mau.148";"T.mau.150";"T.mau.151";"T.mau.151b";"T.mau.152";"T.mau.154";"T.mau.157";"T.mau.158..Oenothera..";"T.mau.162";"T.mau.165";"T.mau.166..Solanaceae..";"T.mau.168";"T.mau.171";"T.mau.175";"T.mau.175a";"T.mau.175b";"T.mau.177";"T.mau.178";"T.mau.179";"T.mau.18";"T.mau.180";"T.mau.181";"T.mau.182";"T.mau.185";"T.mau.188";"T.mau.189";"T.mau.19";"T.mau.190";"T.mau.191";"T.mau.202";"T.mau.20b";"T.mau.213";"T.mau.28";"T.mau.35b";"T.mau.37";"T.mau.43";"T.mau.48";"T.mau.51";"T.mau.52";"T.mau.57";"T.mau.58";"T.mau.59";"T.mau.65";"T.mau.75";"T.mau.84";"T.mau.87";"T.mau.99";"Cyathea";"Lycopodium";"Pteris";"T.mau.124.Trilete.verrucate";"T.mau.125.Trilete..large";"T.mau.145.Trilete.echinate";"T.mau.161.Trilete";"T.mau.170";"T.mau.184.Trilete";"T.mau.34.Trilete.reticulate";"T.mau.53.Trilete.echinate";"T.mau.54a";"T.mau.54b";"T.mau.54c";"T.mau.56.Trilete";"T.mau.64.Trilete.foveolate";"T.mau.93.Trilete"
"24";2737;0;0;0;0;0;0;0,00209205061402986;0;0;0;0,00209205061402986;0;0;0,00836820127620315;0,401673637659425;0,00209205061402986;0;0;0;0,00209205061402986;0;0;0,104602509463;0,00418410004814342;0;0,00209205061402986;0;0;0,00209205061402986;0,253138073561212;0,00209205061402986;0;0,01673640137249;0,00418410004814342;0,00209205061402986;0,0146443519383764;0,00209205061402986;0,01673640137249;0;0;0;0;0;0;0;0;0;0,00209205061402986;0;0;0;0,00209205061402986;0;0;0;0;0;0;0;0;0;0,0355648533590098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00209205061402986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00627615066217328;0;0;0;0;0;0;0;0;0;0;0;0,00209205061402986;0;0;0,0543933053455297;0,00627615066217328;0;0;0,00836820127620315;0,00209205061402986;0;0;0;0;0;0;0,0251046026486931;0,0104602507103167;0;0;0
"25";2818,5;0;0;0;0;0;0;0;0;0,00243902377939322;0;0,00243902377939322;0;0;0;0,524390247232957;0;0,00243902377939322;0;0;0;0;0;0,141463415702368;0;0;0;0;0,00487804881732302;0;0,134146341847115;0;0;0,0195121952692921;0;0;0,0170731702313623;0,00487804881732302;0,0146341464519691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00243902377939322;0;0;0;0;0,00243902377939322;0;0,0195121952692921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00731707259671624;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00243902377939322;0,0658536584045925;0,00487804881732302;0;0;0;0;0;0;0;0;0;0;0,0243902440866151;0,00243902377939322;0;0;0
"26";2899;0;0;0;0,00227272681181818;0;0;0,00454545482363636;0;0;0;0,00227272681181818;0;0;0,00227272681181818;0,602272729931818;0,00227272681181818;0;0,00681818163545454;0;0;0;0,00227272681181818;0,0909090916727273;0;0;0;0;0;0,00227272681181818;0,0909090916727273;0;0;0,00909090964727273;0,00454545482363636;0;0,00454545482363636;0,00681818163545454;0,02499999973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02499999973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00227272681181818;0;0;0;0;0;0;0;0;0;0;0;0,00681818163545454;0;0;0;0,00227272681181818;0;0;0;0;0;0;0;0;0;0;0,0363636361890909;0;0;0;0,00681818163545454;0;0;0;0;0;0;0,00454545482363636;0,0545454542836364;0,00227272681181818;0;0;0
"27";2987,5;0;0;0;0;0;0;0;0;0;0;0,00236966810382741;0;0;0,00710900431148222;0,623222751429831;0,00473933620765481;0;0;0;0;0;0,00236966810382741;0,116113744168112;0,00236966810382741;0;0;0;0,00236966810382741;0;0,0568720380321421;0;0;0,0142180098030592;0;0;0,00710900431148222;0,00710900431148222;0,0260663503221963;0,00236966810382741;0;0;0;0,00236966810382741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0118483416992318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00473933620765481;0;0;0;0;0;0;0;0;0;0;0;0,00236966810382741;0;0;0,0308056877099459;0,00236966810382741;0;0;0,0142180098030592;0;0;0;0;0;0;0,00473933620765481;0,0450236963329103;0,00710900431148222;0;0;0
"28";3064;0;0;0;0;0;0;0;0;0;0;0,00746268690331922;0;0;0,00746268690331922;0,58457711239848;0,00497512418513156;0;0;0;0;0;0;0,0995024874563625;0,00746268690331922;0;0;0,00248756271818767;0,00497512418513156;0;0,0870646763679117;0;0;0,0149253725553947;0,00248756271818767;0;0,00248756271818767;0,00746268690331922;0,0223880594587139;0,00497512418513156;0;0;0,00248756271818767;0;0;0;0;0;0,00995024837026311;0;0;0;0;0;0;0;0;0;0;0;0,00248756271818767;0;0,00746268690331922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00497512418513156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0597014927240662;0,00248756271818767;0,00248756271818767;0;0,0149253725553947;0;0;0;0;0;0;0;0,0149253725553947;0,0174129352735823;0;0;0
"29";3142;0;0;0;0;0;0;0;0;0;0;0,00223713709401478;0;0;0,00447427287483046;0,744966439568668;0,00223713709401478;0;0;0;0;0;0,00223713709401478;0,0536912744979656;0,00894854574966093;0;0;0;0,00223713709401478;0;0,0760626388721179;0;0;0,00223713709401478;0;0,00447427287483046;0;0,00223713709401478;0,0223713643741523;0;0;0;0;0;0;0;0;0;0,00447427287483046;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0178970914993219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00223713709401478;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00671140996884524;0;0;0;0,00223713709401478;0;0;0;0;0;0;0;0;0;0;0,0290827743429976;0;0;0;0,00894854574966093;0;0;0;0;0;0;0;0;0;0;0;0
"30";3226,5;0;0;0;0;0;0;0;0;0;0;0,00826446231507411;0;0;0,00619834738713203;0,62396693863107;0,00413223115753705;0;0;0;0;0;0,00206611622959497;0,0909090906724267;0;0;0,00206611622959497;0;0;0;0,0847107432852947;0;0;0,0123966947742641;0;0,00619834738713203;0,0103305785446691;0,0103305785446691;0,0144628097022061;0;0;0;0,00206611622959497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0144628097022061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123966947742641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0475206615658083;0,00206611622959497;0;0;0,0309917356340072;0;0;0;0;0;0;0,00206611622959497;0,0123966947742641;0;0;0;0
"31";3309,5;0;0;0;0;0;0;0;0;0;0;0,0266940457127702;0;0,00410677604900303;0;0,429158111063322;0;0;0;0;0;0,00205338802450152;0,00205338802450152;0,104722793432329;0;0;0;0;0;0;0,0718685836460541;0;0;0,0102669401225076;0;0;0,0102669401225076;0,0143737161715106;0,0328542097862748;0,00821355209800606;0;0;0;0;0;0;0;0,00821355209800606;0,0102669401225076;0;0;0,00410677604900303;0,00205338802450152;0;0;0,00821355209800606;0;0;0;0;0,00205338802450152;0;0,0205338816392657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00410677604900303;0;0,0102669401225076;0;0;0;0,00616016407350455;0;0;0;0;0;0;0;0;0;0;0,137577001824353;0,00616016407350455;0,00410677604900303;0,00205338802450152;0,0225872696637672;0;0;0;0;0,00410677604900303;0;0;0,0246406576882687;0,00616016407350455;0;0;0
"32";3385,5;0;0;0;0;0;0;0;0;0;0;0,00219780184561285;0;0;0,0109890105203719;0,525274725101471;0,00659340682914624;0;0,00219780184561285;0;0;0;0;0,10989011037295;0,00439560498353339;0;0;0;0,00219780184561285;0;0,0769230775195266;0;0;0,0131868136582925;0,00439560498353339;0,00439560498353339;0,00219780184561285;0,00219780184561285;0,0241758241786644;0;0;0;0,00219780184561285;0;0;0;0;0;0,00219780184561285;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0285714291621978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00219780184561285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153846155039053;0;0;0;0,00439560498353339;0;0;0;0;0;0;0;0;0;0;0,0923076917311243;0,0131868136582925;0,00219780184561285;0;0,019780219195131;0;0;0;0;0;0;0,00659340682914624;0,019780219195131;0;0;0;0
"33";3465,5;0;0,0039292729911958;0;0;0;0;0;0;0;0;0,019646364955979;0;0;0,00982318247798951;0,469548136192496;0,00982318247798951;0,0019646364955979;0;0;0;0;0;0,094302554287717;0,0157170919647832;0;0;0;0,00785854598239161;0;0,094302554287717;0;0;0,00982318247798951;0,0039292729911958;0,0039292729911958;0,0157170919647832;0,00589390948679371;0,019646364955979;0,0019646364955979;0;0,0019646364955979;0;0;0;0,0019646364955979;0;0;0,0019646364955979;0;0;0;0;0;0;0;0;0;0;0;0,00589390948679371;0;0,0314341851790753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00589390948679371;0;0;0;0,00589390948679371;0;0;0;0;0;0;0;0,0019646364955979;0;0;0,0923379177921191;0,00589390948679371;0;0;0,0275049121878795;0;0;0;0;0;0;0,0039292729911958;0,0216110014515769;0,0039292729911958;0;0;0
"34";3546,5;0;0;0;0;0;0;0;0,00213675221354737;0,00641025664064212;0;0,00854700885418949;0;0;0,00427350442709475;0,427350425359047;0;0;0;0;0;0;0;0,100427350318778;0,00427350442709475;0,00213675221354737;0;0;0,00641025664064212;0,00427350442709475;0,121794871214935;0;0;0,00854700885418949;0,00213675221354737;0;0,00213675221354737;0,00427350442709475;0,0470085462194098;0,00213675221354737;0;0;0,00213675221354737;0;0;0;0;0;0,00641025664064212;0;0;0;0,00213675221354737;0;0;0;0;0;0;0;0;0;0,0683760683548835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00427350442709475;0;0;0;0,00427350442709475;0;0;0;0;0;0;0;0,00641025664064212;0;0;0,0854700848239462;0,0128205132812842;0;0;0,029914529750347;0;0;0;0;0;0;0,00213675221354737;0,00641025664064212;0,0149572654948316;0;0;0
"35";3625;0;0;0;0;0,00214132799358519;0;0;0;0;0;0,00214132799358519;0;0;0,00642398275377484;0,479657387128393;0;0;0;0;0;0;0,00214132799358519;0,100642398520774;0,00428265476018965;0;0,00214132799358519;0;0;0,00214132799358519;0,104925053280963;0;0;0,00642398275377484;0;0,00214132799358519;0,00642398275377484;0,00428265476018965;0,0406852245162342;0,00428265476018965;0;0;0;0;0;0;0;0;0,00214132799358519;0;0;0;0,00214132799358519;0;0;0;0;0;0;0;0,00214132799358519;0;0,0599571740045394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00214132799358519;0;0;0;0,00642398275377484;0;0;0;0;0;0;0;0;0;0;0,0856531050196388;0,0149892935011349;0;0;0,0321199137688742;0,00214132799358519;0;0;0;0;0;0,00428265476018965;0,0107066375139645;0,00428265476018965;0;0;0
"36";3707;0;0;0;0,0021097049989852;0;0;0;0;0;0;0;0;0;0,0021097049989852;0,603375527292047;0,00632911381974043;0;0;0;0;0;0;0,0822784808338407;0,00632911381974043;0;0;0;0,00421940882075522;0;0,0632911393746195;0;0;0,0105485226404956;0,0021097049989852;0,0021097049989852;0;0;0,0274261602779469;0,0021097049989852;0;0;0;0;0;0;0;0;0,00843881881872563;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0485232067361534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00632911381974043;0;0;0;0,00632911381974043;0;0;0;0;0;0;0;0;0;0;0,0548523205558938;0,00632911381974043;0;0;0,0274261602779469;0;0;0;0;0;0;0,0021097049989852;0,0147679326384661;0,0105485226404956;0;0;0
"37";3785;0;0,00252525254132231;0;0;0;0;0;0;0;0;0,00252525254132231;0;0;0;0,689393938690083;0;0;0;0;0;0;0;0,101010100380165;0;0;0;0;0,00252525254132231;0;0,0176767677892562;0;0;0,00757575762396694;0;0,00252525254132231;0,0101010101652893;0;0,0126262627066116;0,00505050508264463;0;0;0;0;0;0;0;0;0,0126262627066116;0;0;0;0;0,00252525254132231;0;0;0;0;0;0;0,00505050508264463;0;0,0429292932024793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0606060609917355;0,00505050508264463;0,00505050508264463;0;0;0;0;0;0;0;0;0;0,00505050508264463;0,00757575762396694;0;0;0
"38";3868;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00641025590092867;0,615384612739152;0,00213675236227537;0;0;0;0;0;0;0,0918803409047639;0,00427350472455073;0;0;0;0;0;0,044871794864193;0;0;0,00427350472455073;0,00213675236227537;0,00213675236227537;0,00427350472455073;0,00213675236227537;0,0277777771518875;0,00213675236227537;0;0,00427350472455073;0,00213675236227537;0;0;0;0;0;0,00213675236227537;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0363247866009889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128205129877548;0;0;0;0;0;0;0;0;0;0;0;0,00213675236227537;0;0;0;0,00213675236227537;0;0;0;0;0;0;0;0;0;0;0,0747863243783558;0,00427350472455073;0;0;0,0213675212509588;0;0;0;0;0;0;0;0,0149572653500301;0,0128205129877548;0;0;0
"39";3951;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00963391185184938;0,597302507826222;0;0;0;0;0;0;0;0,084778419837315;0;0;0;0;0,00192678213568779;0,00192678213568779;0,0712909448875004;0;0;0,00963391185184938;0,00385356427137559;0,00770712854275118;0,00578034640706338;0;0,0211946046659761;0,00192678213568779;0;0;0,00578034640706338;0;0;0;0;0;0,00385356427137559;0;0;0;0;0;0;0;0;0;0;0;0,00385356427137559;0;0,0655105973070266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00385356427137559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,061657033035651;0,00770712854275118;0,00192678213568779;0;0,0173410403946006;0;0;0;0;0;0;0;0,00770712854275118;0,00385356427137559;0;0;0
"40";4030;0;0;0;0,00133155779351455;0;0;0;0,00133155779351455;0,00133155779351455;0;0,0053262311740582;0;0;0,018641811506008;0,595206393621111;0;0,00133155779351455;0;0;0;0;0,00133155779351455;0,091877497339721;0,00133155779351455;0;0,00133155779351455;0;0,0026631155870291;0;0,0252996004735807;0;0;0,00399467338054365;0;0,0053262311740582;0;0,0053262311740582;0,0173102525140913;0,00133155779351455;0;0;0,00133155779351455;0;0;0;0;0;0,0026631155870291;0;0;0;0;0;0;0;0;0;0;0;0,00133155779351455;0;0,0545938755261072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00133155779351455;0;0;0;0,00133155779351455;0;0;0;0;0;0;0;0;0;0;0,105193076473269;0,0053262311740582;0;0;0,0199733692995225;0,00133155779351455;0;0;0;0;0;0;0,0119840213400331;0,0119840213400331;0;0;0
"41";4109,5;0;0;0;0;0;0;0,00214132745741417;0;0;0;0,00214132745741417;0;0;0,00214132745741417;0,610278376557901;0;0;0;0;0;0,00214132745741417;0,00428265491482835;0,100642398832513;0,00214132745741417;0;0;0;0,00214132745741417;0;0,0578158461124954;0;0;0,00642398237224252;0,00428265491482835;0,00428265491482835;0,00428265491482835;0;0,00214132745741417;0;0;0;0;0;0;0;0;0;0,00642398237224252;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0599571735699095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00214132745741417;0;0;0;0,00214132745741417;0;0;0;0;0;0;0;0,00214132745741417;0;0;0,0728051395049727;0,00642398237224252;0;0;0,0192719483073057;0;0;0;0;0;0;0,00214132745741417;0,00642398237224252;0,0128479659350632;0;0;0
"42";4189;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00718132812743312;0,601436268762291;0,00179533203185828;0;0,00179533203185828;0;0;0;0;0,105924596601362;0,00179533203185828;0;0,00359066406371656;0;0,00179533203185828;0,00179533203185828;0,0574506283803268;0;0;0,00359066406371656;0,00179533203185828;0,00179533203185828;0,00359066406371656;0,00359066406371656;0,0197486534707284;0,00359066406371656;0;0;0,00359066406371656;0;0;0;0;0;0,00179533203185828;0;0;0;0;0;0;0;0;0;0;0;0,00179533203185828;0;0,0430879710051733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00179533203185828;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00179533203185828;0;0;0;0,00359066406371656;0;0;0;0;0;0;0;0;0;0;0,070017953723622;0,0179533214388701;0,00179533203185828;0;0,0197486534707284;0;0;0;0;0;0;0,00179533203185828;0,00359066406371656;0,00538599609557484;0;0;0
"43";4270;0;0;0;0;0;0;0;0;0;0;0,00222717114056974;0;0;0;0,65033407754525;0,00222717114056974;0;0;0;0;0,00222717114056974;0;0,0801781735549427;0,00222717114056974;0;0;0;0,00890868569813642;0;0,0512249441841062;0;0;0,00890868569813642;0,00222717114056974;0,00445434341699694;0,00222717114056974;0,00890868569813642;0,00668151455756668;0,00445434341699694;0;0;0;0;0;0;0;0;0,00222717114056974;0;0,00445434341699694;0,00445434341699694;0;0;0;0;0;0;0;0;0,00222717114056974;0;0,0244988859538395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00445434341699694;0;0;0;0;0;0;0;0;0;0;0,073496658997376;0,0267260582302667;0;0;0,00668151455756668;0;0;0;0;0;0;0;0,00445434341699694;0,00890868569813642;0;0;0
"44";4351;0;0;0;0,00222717095696946;0;0;0;0;0;0;0,0044543431656093;0;0;0,00668151412257876;0,456570156325733;0;0;0;0;0;0;0;0,102449889054003;0;0;0,00222717095696946;0;0,0423162581957828;0,00222717095696946;0,0913140317658147;0;0;0,00668151412257876;0,00222717095696946;0;0,0155902004537974;0,0111358572881881;0,0244988867850159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,035634744073204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0044543431656093;0;0;0;0;0;0;0;0;0;0;0;0,0044543431656093;0;0;0;0,00890868633121859;0;0;0;0;0;0;0;0,00668151412257876;0;0;0,0846325163915655;0,0044543431656093;0;0;0,0289532299506252;0;0;0;0;0;0;0,00222717095696946;0,00890868633121859;0,0400890872388133;0;0;0
"45";4427;0;0;0;0,00604838742519999;0;0;0;0;0,00403225751868171;0;0,00403225751868171;0;0;0,00806451618454084;0,485887098684614;0,00201612875934085;0;0,00403225751868171;0;0;0;0,00201612875934085;0,0907258067892901;0;0;0;0;0,0423387096820451;0;0,0786290330860676;0;0;0,00604838742519999;0;0;0,00403225751868171;0,0120967737032226;0,0423387096820451;0;0;0;0;0;0;0;0;0;0,00604838742519999;0;0;0;0,00403225751868171;0;0;0;0;0;0;0;0;0;0,0342741934975042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00201612875934085;0;0;0;0,00201612875934085;0;0;0;0;0;0;0;0;0;0;0,0806451618454084;0,0141129036097408;0,00403225751868171;0;0,0302419359788225;0;0;0;0;0;0;0;0,0100806449438817;0,0201612898877634;0;0;0
"46";4512;0;0;0;0,00503778301822865;0;0;0;0;0;0;0,0176322417451605;0;0;0,00503778301822865;0,54911839033453;0;0;0;0;0;0;0;0,09823677594362;0,00503778301822865;0;0;0;0,0680100754715276;0;0,062972292453299;0;0;0,00503778301822865;0;0;0,00251889150911433;0,0100755672178175;0,0151133502360462;0;0;0,00251889150911433;0;0;0;0;0;0;0,00503778301822865;0;0;0;0;0;0;0;0;0;0;0;0;0;0,055415617925956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00251889150911433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00251889150911433;0;0;0;0;0;0;0;0,00503778301822865;0;0;0,0453400507081385;0;0,00503778301822865;0;0,0226700247633891;0;0;0;0;0;0;0;0,00251889150911433;0,00755667452734298;0;0;0
"47";4591;0;0;0;0,0212765960899351;0;0;0;0;0;0;0,00472813171318232;0;0;0;0,359338061587199;0;0;0,00236406653271409;0;0;0;0;0,108747044277898;0;0;0,00236406653271409;0;0,10638297909743;0,00236406653271409;0,0851063830074946;0;0;0,00945626477861051;0;0;0,00709219824589642;0,0118203313113246;0,0472813238930525;0;0;0,00236406653271409;0,00945626477861051;0;0;0;0;0;0,00236406653271409;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0567375886716631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00945626477861051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0874704495402087;0,00709219824589642;0;0;0,0354609925817279;0;0;0;0;0;0;0;0,00709219824589642;0,0141843964917928;0;0;0
"48";4676;0;0;0;0,0168269231945729;0,00240384669503513;0;0;0;0;0;0;0;0;0,00961538433302515;0,411057689413508;0;0;0;0;0;0;0;0,110576922276905;0,00480769216651257;0;0,00240384669503513;0;0,149038460832563;0;0,0432692307221709;0;0;0,0072115388615477;0;0,0072115388615477;0,00240384669503513;0,0072115388615477;0,0408653840271357;0,00240384669503513;0;0;0,00240384669503513;0;0;0;0;0;0,0072115388615477;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0288461542226331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00240384669503513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,103365383415357;0,0072115388615477;0;0;0,0216346153610854;0;0;0;0;0;0;0;0,00240384669503513;0,0072115388615477;0;0;0
"49";4753;0;0;0;0;0;0;0;0;0;0;0,00468384103697163;0;0;0;0,461358312071448;0;0;0;0;0;0,00234192051848581;0;0,142857142857143;0;0;0;0;0,0725995310613506;0;0,0468384078638615;0;0;0,0140515218579875;0;0;0;0,0187353628949591;0,0234192039319307;0;0;0;0;0;0,00234192051848581;0;0;0;0,00468384103697163;0;0;0;0,00234192051848581;0;0;0;0;0;0,00936768207394325;0,0163934423764733;0;0;0,0234192039319307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0140515218579875;0;0;0,00234192051848581;0;0;0;0;0;0;0;0;0;0;0,105386417067225;0,00234192051848581;0;0;0,0210772834134449;0;0;0;0;0;0;0;0;0,00936768207394325;0;0;0
"50";4833;0;0;0;0,0228690225015755;0;0;0;0;0;0;0,0083160086080195;0;0;0,0124740129120293;0,480249479555954;0,0103950107600244;0;0;0;0;0;0;0,0977130976327946;0,00415800430400975;0;0,00415800430400975;0;0,0582120579151802;0;0,0498960493071607;0;0;0,0166320160455608;0;0,0083160086080195;0,00623700645601463;0,0083160086080195;0,0332640332615998;0;0;0,00207900215200488;0,00207900215200488;0;0;0;0;0;0,00207900215200488;0;0;0;0;0;0;0;0;0;0;0;0,00207900215200488;0;0,0478170471551558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00207900215200488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00207900215200488;0;0;0;0;0;0;0;0,00207900215200488;0;0;0,0831600825687605;0,0083160086080195;0;0;0,0103950107600244;0;0;0;0;0;0;0,00207900215200488;0,00415800430400975;0,0083160086080195;0;0;0
"51";4910,5;0;0;0;0,00892857106684471;0;0;0;0;0;0;0,00223214307363082;0;0;0,0156250002877372;0,491071427091637;0,00223214307363082;0,00223214307363082;0;0;0;0;0;0,14508928505386;0,00446428614726164;0;0,00223214307363082;0;0,0133928572141063;0,00223214307363082;0,0468749996355329;0;0;0,00669642799321389;0;0,00669642799321389;0,00223214307363082;0,00446428614726164;0,0267857144282127;0;0;0;0,00223214307363082;0;0;0;0;0;0,00446428614726164;0;0;0;0;0;0;0;0;0;0;0;0,00223214307363082;0;0,0803571420569595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00446428614726164;0;0;0;0;0;0;0;0,00223214307363082;0;0;0,0647321429969009;0,00446428614726164;0,00223214307363082;0,00223214307363082;0,0223214282809511;0;0;0;0;0;0;0;0,00223214307363082;0,0223214282809511;0;0;0
"52";4991,5;0;0;0;0;0;0;0;0;0,00211416521166232;0;0,0169133192746939;0;0;0,0274841441237032;0,422832981867348;0;0,00211416521166232;0;0;0;0;0;0,175475687172624;0,00211416521166232;0;0,00422832921402232;0,00211416521166232;0,0190274844863563;0;0,0761099367361227;0;0;0,0147991540630316;0;0;0;0,00211416521166232;0,0274841441237032;0,00211416521166232;0;0,00211416521166232;0,00422832921402232;0;0,00211416521166232;0;0;0;0,00634249442568465;0;0;0;0,00211416521166232;0;0;0;0;0;0;0;0;0;0,0655391118871134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00422832921402232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00634249442568465;0;0;0;0;0;0;0;0,00422832921402232;0;0;0,0591966174614288;0,0126849888513693;0;0;0,0169133192746939;0;0;0;0;0;0;0;0,0126849888513693;0,00422832921402232;0;0;0
