"";"";"Alnus.glutinosa.type";"Arceuthobium";"Calluna.vulgaris";"Castanea.sativa";"Cryptomeria.japonica";"Daphne";"Ericaceae";"Frangula.azorica";"Hedera.azorica";"Ilex.perado";"Juniperus.brevifolia";"Ligustrum";"Myrica.faya";"Myrsine.africana";"Picconia.azorica";"Pinus";"Prunus.lusitanica";"Vaccinium.cylindraceum";"Vitis";"Anagallis";"Angelica.lignescens";"Apiaceae";"Apium";"Artemisia";"Asteraceae.Subfam..Asteroideae";"Asteraceae.Subfam..Cichorioideae";"Bellis.type";"Brassicaceae";"Campanulaceae";"Centaurium";"Chaerophyllum.azoricum";"Chenopodiaceae.type";"Chrysanthemum.type";"Daucus.carota";"Euphorbia";"Euphrasia";"Falcaria.type";"Gnaphalium.type";"Hydrangea";"Hypericum";"Illecebrum.verticillatum";"Lysimachia";"Lythrum.portula";"Mentha.type";"Plantago.coronopus";"Plantago.lanceolata.type";"Plantago.maior";"Poaceae";"Polygonum.persicaria.type";"Potentilla.type";"Ranunculus.cortusifolius.type";"Rubiaceae";"Rumex.acetosella.type";"Rumex.obtusifolius.type";"Sagina";"Scabiosa";"Senecio.type";"Silene.type";"Spergula.type";"Urtica";"Veronica";"Xanthium";"Anogramma.leptophylla.Pteris.cretica";"Botrychium.lunaria";"Cheilanthes.type";"Culcita.macrocarpa";"Diphasiastrum.madeirense";"Dryopteris.dilatata.type";"Dryopteris.filix.mas.type";"Huperzia.selago";"Huperzia.suberecta";"Hymenophyllum.tunbrigense.type";"Lycopodium.inundatum";"Monolete.fern.spore";"Ophioglossum.azoricum";"Ophioglossum.lusitanicum";"Osmunda.regalis";"Polypodium";"Pteridium.aquilinum";"Selaginella.kraussiana";"Trichomanes";"Trilete.fern.spore"
"25";656;0;0,000295508129517155;0,000295508129517155;0;0;0;0,00886524803563285;0;0;0,0295508274771292;0,0265957451444281;0;0,00443262401781642;0,0109338059797825;0,0029550823327011;0;0;0,000591016259034309;0;0,000591016259034309;0,019208037756381;0;0;0;0;0,031914893550796;0,00177304981463248;0;0;0;0;0;0;0;0,010047281591231;0;0;0;0;0,000591016259034309;0;0,00118203355559817;0,00265957420318394;0;0;0;0;0,00502364027685073;0;0,000591016259034309;0,0478723408449588;0,000295508129517155;0;0;0;0;0;0;0;0;0,000295508129517155;0;0,00147754168511533;0;0;0,0644208033606263;0;0;0,010047281591231;0,000295508129517155;0,00147754168511533;0;0;0,690898346083271;0;0;0,00206855794414963;0;0,000295508129517155;0,0141843974795303;0,00827423177659854;0
"26";663;0;0,00173535827627914;0;0;0;0;0,00911062894916399;0;0,00260303684261828;0,0316702819663894;0,0802603034097976;0;0,0104121473704731;0,018221257898328;0,00260303684261828;0;0;0,00303687669758828;0;0,00173535827627914;0,017787418043358;0;0;0;0;0,0264642082811528;0,00260303684261828;0;0;0;0;0;0;0;0,00997830751550313;0;0;0;0;0;0;0,00173535827627914;0,00173535827627914;0;0;0;0;0,00520607368523656;0;0,00173535827627914;0,0290672451237711;0;0;0;0;0;0;0;0;0;0,000433839854970002;0;0,00130151842130914;0;0;0,0702819958942945;0,000433839854970002;0;0,0251626898598437;0;0,00260303684261828;0;0;0,622125812247375;0;0,00130151842130914;0,00216919698764828;0,000433839854970002;0;0,00780911052785485;0,00824295038282485;0
"27";702;0;0,00137236994285058;0,00274473884361516;0;0;0,000457456994978858;0,00457456578144459;0;0;0,0283623055523673;0,100640438855093;0;0,00548947872931631;0,0182982620836924;0,00137236994285058;0;0;0;0;0,000457456994978858;0,022872826823051;0,00137236994285058;0;0;0;0,029277218500239;0,00182982589574344;0;0;0;0;0;0;0,000457456994978858;0,00731930462505975;0;0;0;0;0,000914912947871719;0;0;0,00182982589574344;0;0;0;0;0,00548947872931631;0;0,00137236994285058;0,0329368713338119;0;0;0;0;0;0,000457456994978858;0;0;0;0,000457456994978858;0;0;0;0;0,0594693499483497;0;0;0,00182982589574344;0;0;0;0;0,651875568625296;0;0;0,000457456994978858;0;0;0,0128087833543761;0,00320219583859401;0
"28";743;0;0;0,000742942508638218;0;0;0;0,00742942043259319;0;0,00297176770765838;0,0208023774439504;0,254829122234083;0;0,005943536578764;0,0193164935901212;0,000742942508638218;0;0;0,00222882636246741;0;0;0,0148588408651864;0;0,00148588385382919;0;0;0,0267459140227144;0,000742942508638218;0;0;0;0;0;0;0;0,00891530428642238;0;0;0;0;0,00148588385382919;0;0;0,000742942508638218;0;0;0;0;0,00668647792395497;0;0,000742942508638218;0,0267459140227144;0;0;0;0;0,000742942508638218;0;0;0;0;0;0;0;0;0;0,0713224366182735;0,000742942508638218;0;0,0148588408651864;0;0,00297176770765838;0;0;0,480683505246432;0;0;0,00520059407012578;0,000742942508638218;0,000742942508638218;0,00965824679506059;0,00817236294123141;0
"29";774;0;0,003364736999755;0,000672947158901202;0;0;0;0,006729475204759;0;0,006729475204759;0,0228802154551308;0,211305518777885;0;0,0047106325228064;0,013458950409518;0,0020188426819526;0;0;0,0020188426819526;0;0,0026917898408538;0,0154777930914706;0,0020188426819526;0;0;0;0,0127860032506168;0,006729475204759;0,0040376853639052;0;0,000672947158901202;0;0,0020188426819526;0;0;0,003364736999755;0,000672947158901202;0;0;0;0,0026917898408538;0;0,0020188426819526;0;0;0;0;0;0,0060565280458578;0;0,0013458955230514;0,0248990581370834;0;0;0;0;0,0040376853639052;0;0;0;0;0,003364736999755;0;0;0,0013458955230514;0,000672947158901202;0,0652759081603884;0,000672947158901202;0;0,000672947158901202;0;0,0020188426819526;0;0;0,540376850625929;0;0;0,003364736999755;0;0,0013458955230514;0,003364736999755;0,0121130548864666;0
"30";807;0,000541418520037908;0,00595560372041699;0,000541418520037908;0;0;0;0,00866269632060653;0;0,00378992964026536;0,0200324852414026;0,148890091925422;0;0,00541418520037908;0,0184082296812889;0,00541418520037908;0;0;0,00216567408015163;0;0,000541418520037908;0,0297780186020849;0;0;0;0;0,0346507852824261;0,00162425556011372;0;0;0;0;0,000541418520037908;0;0;0,0108283704007582;0;0;0;0;0,000541418520037908;0;0;0,00270709260018954;0;0;0;0;0,00595560372041699;0;0,00162425556011372;0,0373578778826157;0,00108283704007582;0;0;0;0,00162425556011372;0;0;0;0;0;0;0;0;0;0,0795885213605698;0,000541418520037908;0;0,00920411484064444;0;0,00324851112022745;0;0;0,539252841617746;0;0;0,00162425556011372;0,000541418520037908;0;0,0124526259608719;0,00487276668034117;0
"31";837;0;0,00283486882406685;0,000708717206016713;0;0;0,000708717206016713;0,00283486882406685;0;0,00212615161805014;0,0262225377381393;0,0963855422493148;0;0,00637845485415042;0,0106307580902507;0,00425230323610028;0;0;0,000708717206016713;0;0,000708717206016713;0,0396881646524568;0;0,00141743441203343;0;0;0,0552799431848245;0,000708717206016713;0;0;0;0;0;0;0;0,0127569097083008;0;0;0;0;0,00141743441203343;0,000708717206016713;0;0,00212615161805014;0;0;0;0;0,00425230323610028;0;0,00141743441203343;0,106307583133549;0;0;0;0;0,000708717206016713;0;0;0;0,000708717206016713;0;0;0;0;0;0,0354358614163566;0;0;0,00141743441203343;0,000708717206016713;0,00212615161805014;0;0;0,560595323345471;0;0,000708717206016713;0,000708717206016713;0;0;0,0106307580902507;0,0056697376481337;0
"32";871;0;0,000541711846918288;0,000541711846918288;0;0;0;0,00812567669781549;0,000541711846918288;0;0,0200433373300178;0,0249187429463236;0;0,00541711846918288;0,0043336947753463;0,000541711846918288;0;0;0,000541711846918288;0;0,000541711846918288;0,0400866736540768;0,00108342369383658;0,000541711846918288;0;0;0,0855904657773365;0,00216684738767315;0;0;0;0;0;0;0;0,00920910039165206;0;0;0;0;0,00108342369383658;0;0;0,000541711846918288;0;0;0;0;0,00541711846918288;0;0,000541711846918288;0,131635969747514;0;0;0;0;0;0;0;0;0;0;0;0,00162513554075486;0,000541711846918288;0;0,0200433373300178;0;0;0;0;0,00108342369383658;0;0;0,606717225292253;0;0;0,00108342369383658;0;0;0,023835319252487;0,00108342369383658;0
"33";914;0;0,00054229979221465;0;0;0;0;0,00650759247674935;0;0;0,0173535792673548;0,0124728851612841;0;0,0130151839475334;0,00433839431385604;0;0;0;0,00054229979221465;0;0,00054229979221465;0,0515184380098496;0,00108459857846401;0;0;0;0,0667028201202763;0,00162689837067866;0;0;0;0;0;0;0;0,0119305853690694;0;0;0;0;0;0;0,00054229979221465;0;0;0;0;0;0,0173535792673548;0;0,00325379573539203;0,169739696139976;0;0;0;0;0,00271149694914267;0;0;0;0;0,00054229979221465;0;0;0;0;0,0287418658501748;0;0;0,00054229979221465;0;0,00108459857846401;0;0;0,560195225631596;0;0;0,00108459857846401;0,00054229979221465;0;0,0254880691088175;0;0
"34";964;0;0,00396039550412704;0,00198019775206352;0;0;0;0,00792079213498677;0;0,00660066030027775;0,0310231026225926;0,200000001126733;0;0,00594059438292324;0,0145214524352645;0,00132013183470901;0;0;0;0;0,000660065917354507;0,0217821786528968;0,00330032958677254;0;0;0,000660065917354507;0,0250825082396693;0,00726072621763226;0;0;0;0;0;0;0;0,00330032958677254;0;0;0;0;0,00132013183470901;0;0,00198019775206352;0,00132013183470901;0;0;0;0;0,00396039550412704;0;0,00198019775206352;0,0283828389531745;0;0;0,000660065917354507;0;0,00132013183470901;0;0;0;0,000660065917354507;0,00132013183470901;0;0,000660065917354507;0;0;0,0376237629228703;0;0,000660065917354507;0,00198019775206352;0;0,00330032958677254;0;0;0,56303630524795;0;0;0,00132013183470901;0,00132013183470901;0,00264026366941803;0,00594059438292324;0,00330032958677254;0
"35";1018;0;0,00407687843667813;0;0;0;0;0,00407687843667813;0;0,00815375687335626;0,0145602790366427;0,160163074874823;0;0,00582411205239733;0,0326150263990744;0,0052417008471576;0;0;0,0034944672314384;0;0,00116482241047947;0,0145602790366427;0;0;0;0;0,0355270824252731;0,00116482241047947;0;0;0;0;0;0;0;0,008736168078596;0;0;0;0;0;0,000582411205239733;0;0,00116482241047947;0,000582411205239733;0;0;0;0,0017472336157192;0;0,00232964482095893;0,031450203988595;0;0;0;0;0,000582411205239733;0;0;0;0;0;0;0,000582411205239733;0;0;0,060570763156231;0,0017472336157192;0;0,00815375687335626;0;0,00232964482095893;0;0;0,567268489827787;0;0;0,00232964482095893;0;0,000582411205239733;0,0133954566261633;0,0052417008471576;0
"36";1055;0;0,000575374393714054;0,00517836629486493;0;0;0;0,00632911399943919;0,00115074770457426;0,00230149649200237;0,0253164559977568;0,173187571228299;0;0,00460299190115088;0,0212888374074661;0,00287686980286257;0;0;0;0;0,00230149649200237;0,0241657072103287;0;0;0;0;0,0218642118011801;0,00460299190115088;0;0;0;0;0;0;0;0,00517836629486493;0;0;0;0;0,000575374393714054;0;0;0;0;0;0;0;0,00230149649200237;0;0,000575374393714054;0,0235903338994685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0506329109126597;0;0;0,000575374393714054;0;0,00230149649200237;0;0;0,609321056298766;0;0;0,00115074770457426;0;0;0,00517836629486493;0,00287686980286257;0
"37";1090;0;0,00124378119930819;0;0;0;0;0,00746268619294696;0;0;0,0414593692986642;0,0236318407810512;0;0,0066334987267415;0,00829187365915241;0,00207296866551364;0;0;0;0;0,000829187466205457;0,0385572141698473;0,000414593733102728;0;0;0;0,0381426204367446;0,00621890499363877;0;0;0;0;0;0;0;0,0157545608550015;0;0;0;0;0,000829187466205457;0;0,000829187466205457;0,00124378119930819;0;0;0;0;0,0029021561317191;0;0;0,028606965578284;0;0;0;0;0,000414593733102728;0,000414593733102728;0;0;0;0,000414593733102728;0;0;0;0;0,0762852398705869;0,000829187466205457;0;0,000414593733102728;0,000829187466205457;0,00456053106413001;0;0;0,643864012348919;0;0,00331674986482183;0,00373134359792456;0;0;0,0339966831057173;0,0058043122634382;0
"38";1127;0;0,000989119436338261;0;0;0;0;0,00741839727772984;0;0,00049456021990009;0,0435212662369646;0,0267062318053665;0;0,00692383806129167;0,00840751771753002;0,00049456021990009;0;0;0;0;0,00148367965623835;0,0390702272682495;0,00148367965623835;0;0;0;0,0489614246420179;0,00642927784139158;0;0;0;0;0;0;0;0,0192878335241747;0;0;0;0;0,0029673593124767;0;0,00049456021990009;0,00049456021990009;0;0;0;0;0,00197823887267652;0;0,00049456021990009;0,0272007910218047;0;0;0;0;0;0,00197823887267652;0;0;0;0,00049456021990009;0;0;0;0;0,0776458953200609;0,00049456021990009;0;0,00148367965623835;0,000989119436338261;0,00346191852891487;0;0;0,61523244192861;0;0,00346191852891487;0,00494559818515323;0;0;0,0380811078319113;0,00642927784139158;0
"39";1179,5;0;0,00619408175304956;0,000688230818626672;0;0;0;0,0075705433903029;0;0,00275292546721144;0,0419821062486841;0,185134205327574;0;0,00550584983807051;0,0330351001247754;0,00619408175304956;0;0;0,00481761901944384;0;0,00344115628583811;0,0165175495142115;0,00137646273360572;0;0;0;0,0282174811053316;0,00137646273360572;0;0;0,000688230818626672;0,000688230818626672;0;0;0;0,00688231257167623;0;0;0;0;0,000688230818626672;0;0;0,000688230818626672;0;0;0;0;0,00550584983807051;0;0,000688230818626672;0,0206469377150287;0;0;0;0;0,000688230818626672;0;0;0;0;0,000688230818626672;0;0;0;0;0,0791465934779243;0;0;0,0123881624097467;0,000688230818626672;0,000688230818626672;0;0;0,509979353448201;0;0;0,00206469355223239;0;0;0,00619408175304956;0,00619408175304956;0
"40";1202;0;0,00476514591745912;0,000680735588811382;0;0;0;0,0122532331220903;0;0,00204220569836063;0,0347174947359836;0,193328795074713;0;0,00340367580790987;0,0211027915043441;0,00476514591745912;0;0;0,00272294128717201;0;0,00476514591745912;0,0176991146283608;0,00136147010954925;0,000680735588811382;0;0;0,0251872018329919;0,00272294128717201;0;0;0;0,000680735588811382;0;0;0;0,0054458815062705;0;0;0;0;0,00204220569836063;0;0;0;0;0;0;0;0,00476514591745912;0;0,000680735588811382;0,0211027915043441;0;0;0;0;0;0,00136147010954925;0;0;0;0;0;0,000680735588811382;0;0;0,0551395506515164;0;0;0,00408441139672126;0;0,000680735588811382;0;0;0,550034036405615;0;0,00204220569836063;0,00136147010954925;0;0;0,00680735161581975;0,010891763012541;0
"41";1241;0,000669792258235687;0,00669792369823095;0,000669792258235687;0;0;0;0,00803750821470232;0;0,0040187546652882;0,0301406560841022;0,248492967976907;0;0,00736771595646664;0,0234427323858713;0,0040187546652882;0;0;0,00133958451647137;0;0,00133958451647137;0,0187541865782215;0,000669792258235687;0;0;0;0,017414600945876;0,000669792258235687;0;0;0;0;0;0;0;0,00669792369823095;0;0;0;0;0;0;0;0;0;0;0;0;0,0040187546652882;0;0,000669792258235687;0,024112524644107;0,000669792258235687;0,000669792258235687;0;0;0,000669792258235687;0,000669792258235687;0;0;0;0;0;0;0;0;0,0696584060152522;0,000669792258235687;0;0,00535833918175958;0;0,00133958451647137;0;0;0,494976558063232;0;0;0,00334896129117843;0;0;0,00535833918175958;0,00736771595646664;0
"42";1278;0;0,00340599476137806;0,00204359643257616;0;0;0;0,00749318762653038;0;0,00272479559697711;0,0306539507311492;0,165531334372456;0;0,00613079035835517;0,0374659402539053;0,0013623983288019;0;0;0,00204359643257616;0;0;0,0224795639402178;0;0;0;0;0,0279291551341721;0,00272479559697711;0;0;0;0;0;0;0;0,00613079035835517;0;0;0,000681199164400952;0;0,0013623983288019;0,000681199164400952;0;0,000681199164400952;0;0;0;0;0,00749318762653038;0;0,0013623983288019;0,0231607631046188;0;0;0;0;0;0,000681199164400952;0;0;0;0;0;0,000681199164400952;0;0;0,0653950953880773;0;0;0,000681199164400952;0;0,00408719392577902;0,000681199164400952;0;0,562670297669847;0,000681199164400952;0;0,000681199164400952;0;0;0,00749318762653038;0,00272479559697711;0
"43";1320;0;0,008000000439552;0,00133333358614756;0;0;0;0,00733333364647822;0;0,00399999968110933;0,0213333330690276;0,182666665750215;0;0,00733333364647822;0,0319999996035413;0,00266666717229511;0;0;0,00133333358614756;0;0,00200000037922133;0,0226666666551751;0;0;0;0;0,0259999995432107;0,00533333326725689;0;0;0;0;0;0;0;0,00666666685340444;0;0;0;0;0,000666666793073778;0;0;0;0;0;0;0;0,00866666615529245;0;0;0,0293333335085796;0;0;0;0;0,000666666793073778;0,000666666793073778;0;0;0;0,000666666793073778;0;0;0;0;0,0713333328535609;0;0;0,00466666647418311;0;0,00266666717229511;0,00200000037922133;0;0,521333331991694;0;0;0,00133333358614756;0;0;0,0173333333879182;0,008000000439552;0
"44";1378;0;0,00739371526365223;0,000616143024743663;0;0;0;0,00554528618942125;0;0,00369685814846198;0,0412815774914668;0,214417744712458;0;0,00308071512371831;0,027726431980378;0,00308071512371831;0;0;0;0;0,00184842907423099;0,0209488597414694;0,000616143024743663;0,000616143024743663;0;0;0,0141712875025608;0,00246457209897465;0,000616143024743663;0;0;0,000616143024743663;0;0;0;0,00616142921416491;0;0;0;0;0,000616143024743663;0;0,000616143024743663;0,00123228604948733;0;0;0;0;0,00123228604948733;0;0,000616143024743663;0,0154035735520481;0;0;0;0;0;0;0;0;0;0;0;0,000616143024743663;0;0,000616143024743663;0,0499075788046064;0;0;0,00308071512371831;0;0,00184842907423099;0;0;0,558225507055466;0;0;0,00123228604948733;0,000616143024743663;0;0,00492914316467758;0,00431300013993392;0
"45";1408;0;0,00422535169515473;0,000704225282525788;0;0;0;0,00985915499550189;0,000704225282525788;0,00140845056505158;0,0338028166816604;0,192957747174742;0;0,00492957697768052;0,0218309858385811;0,00422535169515473;0;0;0,000704225282525788;0;0;0,0267605638564025;0;0;0;0;0,0330985913991346;0,000704225282525788;0;0;0;0;0;0;0;0,00985915499550189;0;0;0;0;0,00211267584757736;0;0,000704225282525788;0,00211267584757736;0;0;0;0;0,00281690113010315;0;0,00140845056505158;0,0323943661166088;0;0;0;0;0,000704225282525788;0;0;0;0;0;0;0,000704225282525788;0;0;0,0683098596859874;0;0;0,00633802858287294;0,00140845056505158;0,00492957697768052;0,000704225282525788;0;0,504929579578033;0,00140845056505158;0;0,00140845056505158;0;0;0,0133802814081308;0,00845070443045031;0
"46";1434;0;0,00698215698159457;0,0031031808807087;0;0;0;0,00465477132106305;0;0,00155159044035435;0,035686579079275;0,251357640848654;0;0,00698215698159457;0,0318076029783891;0,00543056654124022;0;0;0;0;0,00155159044035435;0,0232738555564402;0;0;0;0;0,0248254459967945;0,000775795220177175;0;0;0;0;0;0;0;0,0062063617614174;0;0;0;0;0,000775795220177175;0;0;0;0;0;0;0;0,0031031808807087;0;0,00232738566053152;0,0131885176941369;0;0;0,000775795220177175;0;0;0;0;0;0;0,00155159044035435;0;0;0;0;0,0473235063330575;0;0;0;0;0,000775795220177175;0;0,000775795220177175;0,512800619559611;0;0;0,00232738566053152;0;0;0,00775795220177175;0,00232738566053152;0
"47";1460,5;0;0,00476190530121882;0,00178571408728741;0;0;0;0,00773809544669785;0;0,00416666620367063;0,0196428570970663;0,147619048310998;0;0,0208333331552579;0,0261904764855726;0,00595238135941043;0;0;0,00297619014547902;0;0,00297619014547902;0,0291666666310516;0,000595238029095805;0;0;0;0,0202380951261621;0,000595238029095805;0,000595238029095805;0;0;0;0;0;0;0,00892857150488945;0;0;0;0;0,00119047605819161;0,00416666620367063;0;0;0;0;0;0;0,00833333347579365;0;0,00178571408728741;0,0226190472425453;0;0;0;0;0,000595238029095805;0;0;0;0;0,00297619014547902;0;0;0;0;0,0595238093202948;0;0;0;0,000595238029095805;0,00178571408728741;0;0,000595238029095805;0,567857144932993;0;0;0,00297619014547902;0;0,000595238029095805;0,00952380953398526;0,0101190475630811;0
"48";1485;0;0;0,000773694020338884;0;0;0;0,00154738904531993;0;0;0,0166344289721023;0,0239845256815692;0;0,00812379072980587;0,00154738904531993;0,00154738904531993;0;0;0;0;0,00116054153282941;0,042553191211482;0;0,00154738904531993;0;0;0,0661508703852028;0,00348162459848823;0;0;0;0;0;0;0;0,00889748575478692;0;0;0;0;0,00193423555316829;0;0;0;0;0;0;0;0,00580270766414705;0;0,000386847512490525;0,063829787319544;0;0;0;0;0;0;0;0;0;0,000386847512490525;0;0;0;0;0,027852997792548;0;0;0,000386847512490525;0;0,000386847512490525;0;0,000386847512490525;0,704835590088491;0;0;0;0;0;0,014700193418934;0,00116054153282941;0
"49";1510;0;0,00113938495412473;0,00113938495412473;0;0;0;0,00455753881270096;0;0,000379794984708242;0,0136726164381029;0,0208887201437615;0;0,00417774382799272;0,00265856388915975;0,00189897492354121;0;0;0;0;0,00113938495412473;0,0459551841155158;0,000379794984708242;0,000379794984708242;0;0;0,0596278005536187;0,00265856388915975;0;0;0;0;0;0;0;0,00949487261011016;0;0;0;0;0,00227876990824945;0,000379794984708242;0,000379794984708242;0;0;0;0;0;0,00455753881270096;0;0;0,0660843142898608;0;0;0;0;0;0,000379794984708242;0;0;0;0;0;0,000759589969416485;0;0;0,0319027726927047;0;0;0;0;0,00265856388915975;0;0;0,705658945071393;0;0;0;0,000379794984708242;0;0,0113938475336514;0,00303835887386799;0
"50";1540;0;0,000651253870438268;0,000325626935219134;0;0;0;0,00293064141045967;0;0,000325626935219134;0,0185607292684154;0,0253988928949922;0;0,00390752221611707;0,0022793875400214;0;0;0;0;0;0,000976880805657402;0,0348420709968095;0,0126994464474961;0;0;0;0,049820904984327;0,00260501447524054;0;0;0;0,000325626935219134;0;0;0;0,00716379056179588;0;0;0;0;0,000325626935219134;0;0;0;0;0;0;0;0,00586128282091935;0;0,000325626935219134;0,0491696511138887;0;0;0;0;0;0;0;0;0;0;0;0,000651253870438268;0;0,00260501447524054;0,028655161240671;0;0;0,000976880805657402;0;0,00130250774087654;0;0;0,732009115855193;0;0;0,00130250774087654;0;0,000325626935219134;0,0107456858426938;0,00293064141045967;0
"51";1568;0;0,000290444482612774;0,0011617779304511;0;0;0,000290444482612774;0,0043566652298974;0;0,000580888965225548;0,0145222191074032;0,0258495499107129;0;0,0055184431603485;0,0011617779304511;0,000580888965225548;0;0,000290444482612774;0;0;0,000290444482612774;0,0389195466050523;0,00174266589102954;0;0;0;0,0487946559999453;0,00232355485625509;0;0;0;0;0;0;0,000580888965225548;0,00929422042966745;0;0;0;0;0,0011617779304511;0;0;0,000290444482612774;0;0;0;0;0,00377577726931896;0;0;0,0569270984991616;0;0;0;0;0;0;0;0;0;0;0;0,0011617779304511;0;0;0,0293348826974191;0;0;0;0;0,0011617779304511;0;0;0,734533833310164;0,000290444482612774;0;0,000871333447838322;0,000290444482612774;0;0,0127795522117265;0,000871333447838322;0
"52";1595,5;0;0;0,000737191586321283;0;0;0;0,00258016954733275;0;0;0,0165868046634784;0,027644673434339;0;0,00442314750834422;0,00258016954733275;0,00184297796101147;0;0;0,000368595793160642;0;0,000737191586321283;0,0420199043436453;0,00147438216785082;0,00294876534049339;0;0;0,0534463689076664;0,00368595692681467;0;0;0;0;0;0;0;0,00737191284883761;0;0;0;0;0,000737191586321283;0;0;0,000368595793160642;0;0;0;0;0,00700331705567696;0;0,000368595793160642;0,0707703651574662;0;0;0;0;0;0,000368595793160642;0;0;0;0;0;0;0;0;0,0316992261543143;0;0;0,000368595793160642;0;0,000737191586321283;0;0,000368595793160642;0,703649095840311;0;0,000368595793160642;0,000368595793160642;0,000368595793160642;0;0,0125322519435031;0,00147438216785082;0
"53";1619;0;0;0,0018248174267409;0;0;0;0,00255474439743726;0;0,0018248174267409;0,0156934308728915;0,0251824814919442;0;0,00474452530952635;0,00145985394139272;0,00218978091208908;0;0;0,00109489045604454;0;0,000729926970696361;0,0500000005014599;0,000364963485348181;0,000364963485348181;0;0;0,0492700735307635;0,0036496348534818;0;0;0;0;0;0;0,000364963485348181;0,00875912364835633;0;0;0;0;0,0036496348534818;0;0;0;0;0;0;0;0,00875912364835633;0;0,000364963485348181;0,0591240876351644;0;0;0,000364963485348181;0;0;0,000364963485348181;0;0;0;0,000364963485348181;0;0,000364963485348181;0;0;0,0222627736091587;0,000729926970696361;0;0,000364963485348181;0;0,00109489045604454;0;0;0,712773723993026;0;0;0,00145985394139272;0,000364963485348181;0;0,0164233578435878;0,00109489045604454;0
"54";1644;0;0,000362319188309966;0,00108695656311831;0;0;0;0,00362318887766488;0;0,000724637374808339;0,0177536231963913;0,0195652171343179;0;0,00507246362728156;0,00289855050104495;0,00181159393792664;0;0;0,000362319188309966;0;0,00108695656311831;0,0340579706413542;0;0;0;0;0,0413043473948724;0,00181159393792664;0;0;0;0;0;0;0;0,0108695656311831;0;0;0;0;0,000362319188309966;0;0;0;0;0;0;0;0,00543478281559153;0;0,000724637374808339;0,0445652170842273;0;0;0;0;0;0;0;0;0;0;0;0,000362319188309966;0;0,000362319188309966;0,0239130433867911;0;0;0,0057971010020899;0,000362319188309966;0,00217391312623661;0;0;0,764130434819632;0;0;0,000362319188309966;0;0;0,00833333331663647;0,000724637374808339;0
"55";1679,5;0;0,000344352164178407;0,00103305750114404;0;0;0;0,00206611601089691;0;0,00103305750114404;0,0130853993851295;0,0289256201181215;0;0,0037878788490066;0,00309917351204096;0;0;0;0;0;0,000688705336965638;0,0406336088293197;0;0;0;0;0,0402892566651413;0,000344352164178407;0,000344352164178407;0;0;0,000344352164178407;0;0;0,000344352164178407;0,0079201098621916;0;0;0;0;0,00309917351204096;0,000344352164178407;0;0;0,000344352164178407;0;0;0;0,004132231013185;0;0,000344352164178407;0,0564738295623117;0;0;0,000344352164178407;0;0;0,000344352164178407;0;0;0;0,00103305750114404;0;0;0;0;0,0278925626169774;0;0;0,000344352164178407;0,000344352164178407;0,00241046817507532;0;0;0,745179068692894;0;0;0,000688705336965638;0,000344352164178407;0;0,00929752053612287;0,00275482134786255;0
