"";"";"Adenocarpus";"Allium";"Apiaceae";"Artemisia";"Asphodelus";"Asteracaeae";"Bituminaria.cf..bituminosa";"Canarina.cf..canariensis";"Carex";"Carpinus.cf..betulus";"Caryophyllaceae";"Cedronella";"Chamaecytisus";"Chenopodiaceae";"Cistus";"Convolvulus";"Daphne.cf..gnidium";"Dracaena.cf..draco";"Echium";"Erica.arborea";"Erodium";"Fumariaceae";"Hypericum";"Ilex";"Juncus";"Juniperus";"Lamiaceae";"Lauraceae";"Maytenus.cf..canariensis";"Myrica.cf..faya";"Olea";"Pericallis";"Phoenix.cf..canariensis";"Picconia.cf..excelsa";"Pinus.cf..canariensis";"Pistacia";"Plantaginaceae";"Poaceae";"Prunus.cf..lusitanica";"Pteridophyta";"Quercus";"Ranunculus";"Rubiaceae";"Rumex";"Salix.cf..canariensis";"Sambucus.cf..palmensis";"Scrophulariaceae";"Sideroxylon.cf..mirmulano";"Trifolium";"Typha.dominguensis";"Viburnum.cf..rigidum";"Visnea.cf..mocanera"
"1";982,5;0,025706940874036;0;0;0;0;0,077120822622108;0;0;0,0025706940874036;0;0,0051413881748072;0;0,0051413881748072;0,0205655526992288;0,0051413881748072;0,0025706940874036;0;0;0,0102827763496144;0,0539845758354756;0,0025706940874036;0;0,0025706940874036;0;0,0077120822622108;0,0102827763496144;0,0025706940874036;0;0;0,236503856041131;0;0,0179948586118252;0,0539845758354756;0,0051413881748072;0,0051413881748072;0;0;0,12853470437018;0,0488431876606684;0,0951156812339332;0;0,0154241645244216;0,0025706940874036;0;0,0822622107969152;0,0051413881748072;0,0154241645244216;0;0;0;0,051413881748072;0,0025706940874036
"2";1069,5;0,0227272727272727;0;0;0;0;0,0883838383838384;0;0;0,0101010101010101;0;0,00252525252525253;0;0,00252525252525253;0,00757575757575758;0;0;0;0;0,0227272727272727;0,0202020202020202;0;0;0,00505050505050505;0;0;0,0151515151515152;0,00505050505050505;0,00505050505050505;0;0,189393939393939;0;0;0,0429292929292929;0,0101010101010101;0,0151515151515152;0;0;0,148989898989899;0,047979797979798;0,101010101010101;0,0277777777777778;0,00505050505050505;0;0;0,116161616161616;0,0252525252525253;0,0101010101010101;0;0;0;0,0454545454545455;0,00757575757575758
"3";1176,5;0,0245098039215686;0;0;0;0;0,0735294117647059;0,00735294117647059;0;0,00245098039215686;0;0,00245098039215686;0;0;0,00735294117647059;0;0;0;0;0,0269607843137255;0,0294117647058824;0;0;0,00245098039215686;0;0,00245098039215686;0,0245098039215686;0;0,0220588235294118;0;0,223039215686275;0;0,00245098039215686;0,0392156862745098;0,00980392156862745;0,00490196078431373;0;0;0,105392156862745;0,0416666666666667;0,127450980392157;0,00490196078431373;0,0196078431372549;0,00245098039215686;0;0,0857843137254902;0,0220588235294118;0,017156862745098;0,00735294117647059;0;0;0,0563725490196078;0,00490196078431373
"4";1287,5;0,0125628140703518;0;0;0;0;0,0452261306532663;0,00251256281407035;0;0,0251256281407035;0,00753768844221105;0;0;0,00251256281407035;0,0100502512562814;0;0;0;0;0,0301507537688442;0,0201005025125628;0;0;0;0;0;0,0226130653266332;0,00251256281407035;0,0125628140703518;0,00251256281407035;0,246231155778894;0,00251256281407035;0,00251256281407035;0,0301507537688442;0,00753768844221105;0,0100502512562814;0,0050251256281407;0,00251256281407035;0,103015075376884;0,0603015075376884;0,100502512562814;0,0301507537688442;0,0477386934673367;0,00251256281407035;0;0,0552763819095477;0,0100502512562814;0,0100502512562814;0,00251256281407035;0;0,00251256281407035;0,0728643216080402;0
"5";1476,5;0,0143540669856459;0;0;0;0;0,0550239234449761;0;0;0,00717703349282297;0,0119617224880383;0;0;0,00239234449760766;0,00478468899521531;0;0;0;0;0,0239234449760766;0,0191387559808612;0;0;0,00239234449760766;0;0,00239234449760766;0,0263157894736842;0;0,0143540669856459;0;0,165071770334928;0,00717703349282297;0,00239234449760766;0,0478468899521531;0,00956937799043062;0,0215311004784689;0;0;0,155502392344498;0,0263157894736842;0,0909090909090909;0,0382775119617225;0,0478468899521531;0,00478468899521531;0;0,12200956937799;0,0143540669856459;0,00956937799043062;0,00478468899521531;0;0;0,0454545454545455;0,00239234449760766
"6";1616;0,0111940298507463;0;0,00186567164179104;0;0;0,0242537313432836;0;0;0,0578358208955224;0,0205223880597015;0;0;0,00373134328358209;0,0167910447761194;0,00186567164179104;0;0,00186567164179104;0;0,0111940298507463;0,00559701492537313;0;0;0;0,00373134328358209;0,0242537313432836;0,0764925373134328;0;0,0167910447761194;0;0,126865671641791;0;0,00186567164179104;0,0149253731343284;0,00186567164179104;0,0167910447761194;0;0,00186567164179104;0,0652985074626866;0,0298507462686567;0,113805970149254;0,0690298507462687;0,167910447761194;0;0;0,0597014925373134;0,0130597014925373;0,00186567164179104;0;0;0;0,0354477611940298;0,00186567164179104
"7";1657,5;0;0;0;0;0;0,0398230088495575;0;0;0,0265486725663717;0,0486725663716814;0,00442477876106195;0;0,00221238938053097;0,00663716814159292;0;0;0;0;0,0420353982300885;0,0221238938053097;0;0;0,00442477876106195;0;0,00442477876106195;0,0199115044247788;0,00221238938053097;0,0221238938053097;0;0,161504424778761;0,00442477876106195;0,00221238938053097;0,00663716814159292;0,00663716814159292;0,00221238938053097;0;0;0,121681415929204;0,0154867256637168;0,0951327433628319;0,0707964601769911;0,0774336283185841;0;0;0,115044247787611;0,00884955752212389;0,0176991150442478;0;0;0;0,0464601769911504;0,00221238938053097
"8";1748;0,0128205128205128;0;0,00366300366300366;0,00183150183150183;0;0,0256410256410256;0;0;0,0622710622710623;0,032967032967033;0;0;0,00366300366300366;0,00183150183150183;0;0;0;0;0,0457875457875458;0,0201465201465201;0;0;0,00366300366300366;0,00183150183150183;0,00366300366300366;0,021978021978022;0,00183150183150183;0,010989010989011;0;0,119047619047619;0,00549450549450549;0,00183150183150183;0,0128205128205128;0,00549450549450549;0,00366300366300366;0;0,00366300366300366;0,0695970695970696;0,0201465201465201;0,0787545787545788;0,0897435897435897;0,142857142857143;0;0;0,126373626373626;0,021978021978022;0,00366300366300366;0,00183150183150183;0;0;0,0347985347985348;0,00366300366300366
"9";1833,5;0,00710900473933649;0;0;0;0;0,0639810426540284;0,0023696682464455;0;0,0355450236966825;0,033175355450237;0,0023696682464455;0;0;0,00947867298578199;0;0,00947867298578199;0;0;0,0450236966824645;0,018957345971564;0;0;0;0;0,00710900473933649;0,0402843601895735;0;0,0260663507109005;0;0,104265402843602;0,0023696682464455;0;0,0308056872037915;0,0118483412322275;0,023696682464455;0;0;0,130331753554502;0,0165876777251185;0,106635071090047;0,0450236966824645;0,0568720379146919;0;0;0,0781990521327014;0,0165876777251185;0,033175355450237;0,0023696682464455;0;0;0,0402843601895735;0
"10";1915;0,00171526586620926;0;0;0,00171526586620926;0;0,0171526586620926;0;0;0,0497427101200686;0,0377358490566038;0;0;0;0,0154373927958834;0;0;0;0;0,0120068610634648;0,0154373927958834;0;0;0,00857632933104631;0,00171526586620926;0,00343053173241852;0,0137221269296741;0;0,0171526586620926;0;0,109777015437393;0,00686106346483705;0;0,0102915951972556;0,0102915951972556;0,0120068610634648;0,00171526586620926;0;0,0943396226415094;0,0188679245283019;0,0566037735849057;0,111492281303602;0,198970840480274;0;0;0,101200686106346;0,0137221269296741;0,00857632933104631;0,00343053173241852;0;0;0,0428816466552316;0,00343053173241852
"11";2033;0,0035650623885918;0;0,0035650623885918;0;0;0,0196078431372549;0;0;0,0231729055258467;0,0855614973262032;0;0;0;0,0196078431372549;0,0017825311942959;0;0;0;0,0017825311942959;0,017825311942959;0;0;0;0,0071301247771836;0,0071301247771836;0,0196078431372549;0;0,0213903743315508;0,0017825311942959;0,089126559714795;0,0017825311942959;0;0,0142602495543672;0,0089126559714795;0,0142602495543672;0;0,017825311942959;0,0748663101604278;0,0124777183600713;0,0802139037433155;0,0837789661319073;0,237076648841355;0;0;0,114081996434938;0,0017825311942959;0;0;0;0;0,0142602495543672;0,0017825311942959
"12";2183,5;0,00138312586445367;0;0;0,00138312586445367;0;0,0138312586445367;0;0;0,0567081604426003;0,125864453665284;0;0;0;0,0193637621023513;0;0,00138312586445367;0,00138312586445367;0;0,00691562932226833;0,016597510373444;0;0;0;0,004149377593361;0,0110650069156293;0,004149377593361;0,00138312586445367;0,00968188105117566;0;0,04149377593361;0;0,00138312586445367;0,00276625172890733;0,00553250345781466;0,0152143845089903;0;0,0193637621023513;0,037344398340249;0,0152143845089903;0,0788381742738589;0,0525587828492393;0,325034578146611;0;0,00138312586445367;0,110650069156293;0,004149377593361;0;0,00138312586445367;0;0;0,0110650069156293;0,00138312586445367
"13";2332;0,00128205128205128;0;0,00512820512820513;0,00128205128205128;0;0,0128205128205128;0;0;0,041025641025641;0,111538461538462;0;0;0;0,0179487179487179;0,00128205128205128;0;0;0;0,00512820512820513;0,00641025641025641;0;0;0;0,00128205128205128;0,00641025641025641;0,0205128205128205;0,00128205128205128;0,0294871794871795;0;0,0205128205128205;0;0;0,00256410256410256;0,0153846153846154;0,0153846153846154;0;0,0141025641025641;0,0346153846153846;0,0166666666666667;0,0743589743589744;0,0371794871794872;0,323076923076923;0;0,00641025641025641;0,15;0,00128205128205128;0;0;0;0;0,0243589743589744;0,00128205128205128
"14";2483;0,00141643059490085;0;0,00141643059490085;0;0;0,0056657223796034;0;0;0,0623229461756374;0,121813031161473;0;0;0;0,0212464589235127;0,0056657223796034;0;0;0,00141643059490085;0,00141643059490085;0,00708215297450425;0;0;0,00141643059490085;0,00708215297450425;0,0169971671388102;0,00991501416430595;0,0056657223796034;0,0354107648725212;0;0,0339943342776204;0;0;0,0155807365439093;0,00991501416430595;0,0113314447592068;0,00141643059490085;0,0084985835694051;0,0453257790368272;0,00991501416430595;0,0793201133144476;0,0495750708215297;0,281869688385269;0;0;0,118980169971671;0,00141643059490085;0;0;0;0;0,0269121813031161;0
"15";2636;0;0;0,0013531799729364;0;0;0,006765899864682;0;0,0040595399188092;0,0771312584573748;0,115020297699594;0;0;0;0,0284167794316644;0,0027063599458728;0;0;0;0,0027063599458728;0,006765899864682;0;0,0013531799729364;0,0013531799729364;0,0040595399188092;0,0175913396481732;0,006765899864682;0;0,0297699594046008;0;0,0311231393775372;0,0013531799729364;0;0,0054127198917456;0,0162381596752368;0,0094722598105548;0;0,0040595399188092;0,0243572395128552;0,0081190798376184;0,0933694181326116;0,0568335588633288;0,271989174560216;0,0040595399188092;0,0027063599458728;0,12043301759134;0,0040595399188092;0;0;0;0;0,040595399188092;0
"16";2823,5;0;0;0,00116279069767442;0;0;0,00697674418604651;0;0;0,0906976744186047;0,105813953488372;0;0;0;0,00116279069767442;0;0;0;0;0,00465116279069767;0,0104651162790698;0;0,00116279069767442;0;0,0174418604651163;0,0174418604651163;0,0162790697674419;0;0,0162790697674419;0;0,0325581395348837;0;0;0,00581395348837209;0,00232558139534884;0,0232558139534884;0,00116279069767442;0;0,0406976744186047;0,00581395348837209;0,118604651162791;0,0395348837209302;0,301162790697674;0;0;0,117441860465116;0,00232558139534884;0;0;0;0,00116279069767442;0,0174418604651163;0,00116279069767442
"17";2974;0;0;0;0;0;0,0125944584382872;0;0;0,14735516372796;0,0579345088161209;0;0;0;0,00755667506297229;0,00125944584382872;0;0;0;0,0100755667506297;0,017632241813602;0;0,00125944584382872;0,00251889168765743;0,0100755667506297;0,00503778337531486;0,00881612090680101;0;0,00251889168765743;0;0,0629722921914358;0,00125944584382872;0;0,0289672544080605;0,00755667506297229;0,044080604534005;0;0;0,0277078085642317;0,00755667506297229;0,103274559193955;0,0453400503778338;0,319899244332494;0;0;0,0428211586901763;0;0;0;0;0;0,0239294710327456;0
"18";3049;0;0;0,00257400257400257;0;0,00128700128700129;0,00257400257400257;0;0;0,1003861003861;0,0476190476190476;0;0;0;0,00128700128700129;0,00128700128700129;0;0;0;0,00772200772200772;0,0115830115830116;0;0,00128700128700129;0,00128700128700129;0,00386100386100386;0,00900900900900901;0,0193050193050193;0,00128700128700129;0,0167310167310167;0;0,0656370656370656;0;0;0,027027027027027;0,0154440154440154;0,0334620334620335;0;0;0,0669240669240669;0,00128700128700129;0,104247104247104;0,0347490347490347;0,311454311454311;0;0;0,0888030888030888;0;0;0;0;0;0,0218790218790219;0
"19";3236;0;0;0,000989119683481701;0;0,000989119683481701;0,00494559841740851;0;0;0,158259149357072;0,0573689416419387;0;0;0;0,00890207715133531;0,0019782393669634;0;0;0;0,000989119683481701;0,00989119683481701;0;0,000989119683481701;0,0019782393669634;0,00890207715133531;0,000989119683481701;0,0158259149357072;0;0;0;0,0365974282888229;0;0,000989119683481701;0,00692383778437191;0,0029673590504451;0,0405539070227498;0;0,000989119683481701;0,0306627101879327;0;0,0999010880316518;0,0454995054401583;0,396636993076162;0;0;0,0405539070227498;0;0;0;0,00791295746785361;0,000989119683481701;0,0158259149357072;0
"20";3415;0;0;0;0;0;0,0050125313283208;0;0;0,167919799498747;0,0363408521303258;0,0012531328320802;0,0012531328320802;0;0,0075187969924812;0,0012531328320802;0;0;0;0;0,0112781954887218;0;0;0,0012531328320802;0,0551378446115288;0;0,0200501253132832;0;0;0;0,0664160401002506;0;0;0,031328320802005;0;0,0551378446115288;0,0012531328320802;0;0,031328320802005;0,0012531328320802;0,0964912280701754;0,0426065162907268;0,295739348370927;0;0;0,0488721804511278;0;0;0;0,0012531328320802;0;0,018796992481203;0,0012531328320802
"21";3575;0;0,0010752688172043;0;0;0;0,00752688172043011;0;0;0,202150537634409;0,0698924731182796;0,0021505376344086;0;0;0,00860215053763441;0,0021505376344086;0;0;0;0,0010752688172043;0,00860215053763441;0;0,0021505376344086;0,0021505376344086;0,0150537634408602;0,00645161290322581;0,0537634408602151;0;0,0010752688172043;0;0,0462365591397849;0;0;0,010752688172043;0,00967741935483871;0,0408602150537634;0;0;0,021505376344086;0,010752688172043;0,139784946236559;0,00967741935483871;0,253763440860215;0;0;0,0688172043010753;0;0;0;0;0;0,0043010752688172;0
"22";3737;0,0012453300124533;0,0012453300124533;0,0012453300124533;0;0;0,0099626400996264;0;0;0,146948941469489;0,0797011207970112;0,0012453300124533;0;0;0,0037359900373599;0,0012453300124533;0;0;0;0,0087173100871731;0,0112079701120797;0,0012453300124533;0,0012453300124533;0;0,0174346201743462;0,0024906600249066;0,0224159402241594;0;0,0024906600249066;0;0,0821917808219178;0;0;0,012453300124533;0,0049813200498132;0,0485678704856787;0;0;0,0286425902864259;0,0062266500622665;0,129514321295143;0,0174346201743462;0,281444582814446;0;0;0,0547945205479452;0,0024906600249066;0;0,0012453300124533;0,0012453300124533;0;0,012453300124533;0,0024906600249066
"23";3896;0;0;0;0,00121359223300971;0;0,00970873786407767;0;0;0,110436893203884;0,110436893203884;0;0;0;0,00728155339805825;0;0;0;0;0,00242718446601942;0,00728155339805825;0;0;0,00121359223300971;0,0230582524271845;0,00242718446601942;0,00849514563106796;0,00242718446601942;0;0;0,0473300970873786;0,00121359223300971;0;0,0157766990291262;0,00364077669902913;0,058252427184466;0;0;0,0242718446601942;0,00364077669902913;0,157766990291262;0,0194174757281553;0,234223300970874;0;0;0,12621359223301;0;0;0;0;0;0,0218446601941748;0
"24";4054;0;0;0,00230680507497117;0;0;0,0161476355247982;0;0;0,103806228373702;0,0784313725490196;0,00115340253748558;0;0;0,00461361014994233;0,00230680507497117;0;0;0;0,00346020761245675;0,00922722029988466;0;0;0;0,0184544405997693;0,00576701268742791;0,0346020761245675;0,00115340253748558;0;0;0,0380622837370242;0;0,00115340253748558;0,0161476355247982;0,00346020761245675;0,0507497116493656;0;0;0,0288350634371396;0,0069204152249135;0,141868512110727;0,027681660899654;0,242214532871972;0;0;0,141868512110727;0;0;0;0;0;0,0196078431372549;0
"25";4204;0;0;0,00134589502018843;0,00134589502018843;0;0,0148048452220727;0;0;0,118438761776581;0,117092866756393;0,00807537012113055;0,00134589502018843;0,00403768506056528;0,0053835800807537;0;0,00134589502018843;0;0;0,00134589502018843;0,0107671601615074;0;0;0,00403768506056528;0,0107671601615074;0,00134589502018843;0,0323014804845222;0;0;0;0,0430686406460296;0,00269179004037685;0;0,0148048452220727;0,00134589502018843;0,098250336473755;0;0;0,0255720053835801;0,00269179004037685;0,193808882907133;0,0134589502018843;0,146702557200538;0;0;0,113055181695828;0;0;0;0,00403768506056528;0;0,0053835800807537;0,00134589502018843
"26";4305,5;0;0;0,00121065375302663;0;0;0,00484261501210654;0;0;0,141646489104116;0,099273607748184;0,00121065375302663;0;0,00242130750605327;0,00484261501210654;0,00242130750605327;0,00121065375302663;0;0;0,0169491525423729;0,00605326876513317;0;0;0,00121065375302663;0,0181598062953995;0,0205811138014528;0,0314769975786925;0;0;0;0,0399515738498789;0;0;0,0278450363196126;0,00242130750605327;0,0278450363196126;0;0,00242130750605327;0,0314769975786925;0,00242130750605327;0,159806295399516;0,0290556900726392;0,175544794188862;0;0;0,131961259079903;0;0;0;0;0;0,0157384987893462;0
"27";4417;0;0;0,00136612021857923;0;0;0,0191256830601093;0;0;0,121584699453552;0,0806010928961749;0;0;0;0,00956284153005465;0;0;0;0;0;0,00819672131147541;0;0;0;0,0177595628415301;0,0218579234972678;0,0286885245901639;0;0,00546448087431694;0;0,0560109289617486;0;0;0,0273224043715847;0,00819672131147541;0,0519125683060109;0;0,00273224043715847;0,040983606557377;0,00136612021857923;0,144808743169399;0,0382513661202186;0,150273224043716;0;0;0,129781420765027;0;0,00136612021857923;0;0,00136612021857923;0;0,0314207650273224;0
"28";4526,5;0;0;0,00135869565217391;0;0;0,0190217391304348;0;0;0,133152173913043;0,0991847826086956;0,00135869565217391;0;0;0,00951086956521739;0;0;0;0;0,00679347826086957;0,0190217391304348;0;0;0;0,00679347826086957;0,00543478260869565;0,014945652173913;0;0,00135869565217391;0;0,0394021739130435;0;0;0,016304347826087;0,00271739130434783;0,0543478260869565;0;0;0,0665760869565217;0;0,116847826086957;0,0448369565217391;0,161684782608696;0;0;0,157608695652174;0,00135869565217391;0;0;0;0;0,0176630434782609;0,00271739130434783
